Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Score_P01,Score_P02,Score_P03,Score_S01,Score_S02,Score_N01,Score_N02,Prob_P01,Prob_P02,Prob_P03,Prob_S01,Prob_S02,Prob_N01,Prob_N02,argmax_Persona_Code,argmax_Persona,argmax_RiskTier,softmax_Persona_Code,softmax_Persona,softmax_RiskTier
32,Yes,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,4,Male,95,3,1,Laboratory Technician,2,Single,1393,24852,1,Y,No,12,3,1,80,0,1,2,3,1,0,0,0,0.43333333333333335,0.9208333333333334,0.2666666666666667,0.19777777777777777,0.4142857142857143,0.6452380952380953,0.5,0.006975671427888753,0.9136326583446314,0.001317534146139245,0.0006615782766244096,0.005765848906515765,0.05805995619888908,0.013586752699311394,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
26,No,Non-Travel,786,Research & Development,7,3,Medical,1,1693,4,Male,76,3,1,Laboratory Technician,4,Single,2570,11925,1,Y,No,20,4,3,80,0,7,5,3,7,7,5,7,0.03333333333333334,0.5125,0.2833333333333333,0.31777777777777777,0.7952380952380953,0.27380952380952384,0.6666666666666667,0.0003621083804340511,0.04363479786351137,0.0044113831577579435,0.006225369051301033,0.7374777369310553,0.0040106374198734555,0.20387796719606668,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
55,No,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,1,Male,94,2,1,Research Scientist,2,Divorced,3537,23737,5,Y,No,12,3,4,80,1,8,1,3,4,2,1,2,0.4666666666666667,0.5833333333333334,0.4166666666666667,0.2088888888888889,0.38761904761904764,0.8119047619047619,0.0,0.02707660012958728,0.08695028840489154,0.01642278813937375,0.002056266815513365,0.012282723733870871,0.8549567162737627,0.0002546165030003973,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
34,No,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,2,Male,57,2,2,Laboratory Technician,4,Married,3986,11912,1,Y,No,14,3,3,80,1,15,3,4,15,10,4,13,0.2666666666666667,0.4125,0.4166666666666667,0.47777777777777786,0.33619047619047626,0.769047619047619,0.16666666666666669,0.005800492180068188,0.02493509143481226,0.02599600240599299,0.04789704845839213,0.011625266405612022,0.8816122172933996,0.0021338818217228064,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
60,No,Travel_Rarely,370,Research & Development,1,4,Medical,1,1697,3,Male,92,1,3,Healthcare Representative,4,Divorced,10883,20467,3,Y,No,20,4,3,80,1,19,2,4,1,0,0,0,0.1,0.5875,0.4,0.33333333333333337,0.9285714285714286,0.6071428571428571,0.6666666666666667,0.00021845316023750422,0.028611717678334404,0.0043877490159374265,0.002252745458800686,0.8665593741889089,0.03482184481383291,0.06314811568394799,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
33,No,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,2,Male,79,4,1,Laboratory Technician,2,Married,2028,13637,1,Y,No,18,3,4,80,3,14,6,3,14,11,2,13,0.4,0.45833333333333337,0.06666666666666667,0.45777777777777773,0.44666666666666666,0.35,0.0,0.1464286261829669,0.2624003654481409,0.005223693836298469,0.2609466275399873,0.23350530191289615,0.08881345123956946,0.0026819338401406698,P02,Onboarding Failure (온보딩 실패),High,S02,Rising Star (라이징 스타),Stable
37,No,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,3,Male,31,1,2,Sales Executive,4,Divorced,9525,7677,1,Y,No,14,3,3,80,2,6,2,2,6,3,1,3,0.30000000000000004,0.525,0.43333333333333335,0.2977777777777778,0.4161904761904762,0.9357142857142857,0.16666666666666669,0.0016797812204573713,0.015937320482575464,0.0063725320861408525,0.0016428644543774065,0.0053686061955072716,0.9685561100385686,0.0004427855223731059,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
34,No,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,2,Female,35,2,1,Research Scientist,4,Married,2929,20338,1,Y,No,12,3,2,80,0,10,3,3,10,9,8,7,0.2666666666666667,0.575,0.55,0.37777777777777777,0.20095238095238097,0.8119047619047619,0.33333333333333337,0.0035887326761500624,0.0783458075807167,0.06101577629422383,0.010901607291356396,0.0018601483972919726,0.8372980309626783,0.0069898967975827245,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
23,Yes,Travel_Rarely,427,Sales,7,3,Life Sciences,1,1702,3,Male,99,3,1,Sales Representative,4,Divorced,2275,25103,1,Y,Yes,21,4,2,80,1,3,2,3,3,2,0,2,0.43333333333333335,0.6625000000000001,0.2666666666666667,0.23777777777777778,0.942857142857143,0.2523809523809524,0.8333333333333334,0.004362500009812902,0.04315127462301419,0.0008239698192322818,0.0006172320290150338,0.712146312237214,0.000714281226353617,0.23818443005535803,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
44,No,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,3,Female,96,4,3,Healthcare Representative,4,Married,7879,14810,1,Y,Yes,19,3,2,80,1,9,2,3,8,7,6,7,0.6000000000000001,0.6000000000000001,0.4,0.34777777777777785,0.35428571428571426,0.3285714285714286,0.33333333333333337,0.4103352957015248,0.4103352957015248,0.05553284346574506,0.03294213039450991,0.0351572818826872,0.027185640350137347,0.028511512503870736,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
35,No,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,1,Male,79,2,1,Research Scientist,4,Single,4930,13970,0,Y,Yes,14,3,3,80,0,6,2,4,5,4,1,4,0.6666666666666667,0.5375,0.3666666666666667,0.31,0.4161904761904762,0.769047619047619,0.16666666666666669,0.23668293020582185,0.0650433994876574,0.011783749227663617,0.006686260381452474,0.019335823076847163,0.6588730805812424,0.0015947570393150731,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
43,No,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,4,Male,73,3,2,Sales Executive,4,Married,7847,6069,1,Y,Yes,17,3,1,80,1,10,3,3,10,9,8,8,0.6333333333333334,0.675,0.4833333333333333,0.37777777777777777,0.2723809523809524,0.5380952380952382,0.5,0.28619188150362945,0.4341235482051706,0.06385804035308522,0.022222536789746793,0.007745706506439982,0.11041892572561615,0.07543936091631187,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
24,No,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,3,Male,62,4,1,Research Scientist,3,Married,4401,17616,1,Y,No,16,3,4,80,1,5,1,3,5,3,0,4,0.30000000000000004,0.5041666666666667,0.25,0.2777777777777778,0.4714285714285715,0.39285714285714285,0.0,0.054812265876232835,0.4222428681499817,0.033245319782255756,0.04389023142572025,0.3043565004107591,0.13872387232647265,0.00272894202857754,P02,Onboarding Failure (온보딩 실패),High,S02,Rising Star (라이징 스타),Stable
41,No,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,4,Male,35,3,3,Sales Executive,3,Single,9241,15869,1,Y,No,12,3,2,80,0,10,3,3,10,8,8,7,0.33333333333333337,0.6416666666666666,0.4833333333333333,0.37777777777777777,0.20095238095238097,0.6452380952380953,0.33333333333333337,0.01895256543540155,0.4137544305350269,0.08493950536670604,0.029558866392982337,0.005043648746205432,0.4287984180882761,0.01895256543540155,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
29,No,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,4,Female,43,3,1,Laboratory Technician,3,Married,2974,25412,9,Y,No,17,3,3,80,1,9,2,3,5,3,1,2,0.33333333333333337,0.6041666666666666,0.30000000000000004,0.14,0.45904761904761904,0.5380952380952382,0.16666666666666669,0.03531184293444924,0.529827634062371,0.02530204109659672,0.005108393995560551,0.12413395424678567,0.2736465880426876,0.0066695456215493994,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
36,No,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,3,Female,51,3,2,Sales Representative,4,Single,4502,7439,3,Y,No,15,3,3,80,0,17,2,2,13,7,6,7,0.23333333333333334,0.4375,0.4666666666666667,0.4333333333333334,0.29714285714285715,0.5809523809523809,0.16666666666666669,0.016353940487005267,0.12598155953595488,0.1686460618172957,0.12084018369705525,0.03095591559461749,0.5288259458584027,0.008396393009668716,N01,Coaster (현상 유지자),Neutral,P01,Burnout (저성과자/번아웃),High
45,No,Non-Travel,1238,Research & Development,1,1,Life Sciences,1,1712,3,Male,74,2,3,Healthcare Representative,3,Married,10748,3395,3,Y,No,23,4,4,80,1,25,3,2,23,15,14,4,0.16666666666666669,0.2791666666666667,0.75,0.6133333333333333,0.5980952380952381,0.37619047619047624,0.5,0.0018397214728853102,0.005666741078097624,0.6282558701695772,0.1601772241850641,0.13753795302459215,0.014952107831457423,0.05157038223832609,P03,Career Stall (성장 정체),High,P03,Career Stall (성장 정체),High
24,Yes,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,4,Male,58,1,1,Human Resources,3,Married,1555,11585,1,Y,No,11,3,3,80,1,1,2,3,1,0,0,0,0.4,0.6541666666666667,0.4,0.19777777777777777,0.4,1.0,0.16666666666666669,0.0023845920187286367,0.030286277285049346,0.0023845920187286367,0.0003156269900560576,0.0023845920187286367,0.9620130810880988,0.00023123858060987025,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
47,Yes,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,3,Male,82,1,4,Sales Executive,3,Married,12936,24164,7,Y,No,11,3,3,80,0,25,3,1,23,5,14,10,0.4,0.37916666666666665,0.8166666666666667,0.5244444444444444,0.02666666666666666,1.0,0.16666666666666669,0.0021126788216050494,0.001715360723003832,0.13626798060967532,0.007333120711559194,5.052047358244148e-05,0.8523154680377776,0.00020487062279649405,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
26,No,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,4,Male,62,1,1,Laboratory Technician,3,Married,2305,6217,1,Y,No,15,3,3,80,3,3,3,4,3,2,0,2,0.4,0.6291666666666667,0.35,0.23777777777777778,0.4571428571428572,0.9142857142857144,0.16666666666666669,0.00541221040431918,0.05353439013157218,0.0032826715470352912,0.0010686918866212993,0.00958391486548544,0.9265932884715636,0.0005248326934030385,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
45,No,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,4,Female,48,2,4,Research Director,2,Single,16704,17119,1,Y,No,11,3,3,80,0,21,2,3,21,6,8,6,0.4666666666666667,0.4708333333333334,0.6000000000000001,0.5977777777777779,0.18666666666666668,0.8333333333333333,0.16666666666666669,0.02050088168217875,0.021373130751421644,0.07777353665038002,0.07606429771809103,0.0012466598989654732,0.802020814501051,0.0010206787979121234,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
32,No,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,1,Male,56,3,1,Research Scientist,3,Married,3433,17360,6,Y,No,13,3,1,80,1,10,3,2,5,2,1,3,0.33333333333333337,0.8041666666666667,0.25,0.2166666666666667,0.40190476190476193,0.6238095238095238,0.5,0.007238309598431343,0.8024913142574579,0.003145756384097848,0.0022540329446434967,0.014369414921272852,0.13217801374298002,0.038323158151116435,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
31,No,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,2,Male,69,3,1,Laboratory Technician,3,Married,3477,18103,1,Y,No,14,3,4,80,1,6,2,4,5,2,0,3,0.33333333333333337,0.5041666666666667,0.2666666666666667,0.2877777777777778,0.4428571428571429,0.6023809523809525,0.0,0.03932127070693362,0.21704374978968388,0.020188213523054516,0.0249334445350592,0.11756645016601505,0.5795441245296491,0.0014027467496046597,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
41,No,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,3,Male,60,1,2,Human Resources,2,Married,6430,20794,6,Y,No,19,3,2,80,1,10,4,3,3,2,1,2,0.5,0.7958333333333334,0.33333333333333337,0.19666666666666668,0.4876190476190476,0.8285714285714285,0.33333333333333337,0.020702494254297148,0.3988508437143055,0.003910196082521538,0.0009969255907605861,0.018291649872222017,0.5533376944033718,0.003910196082521538,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
40,No,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,2,Female,92,3,2,Manufacturing Director,1,Married,6516,5041,2,Y,Yes,16,3,2,80,1,18,3,3,1,0,0,0,0.9333333333333332,0.8875,0.21666666666666667,0.3455555555555556,0.4714285714285715,0.5595238095238095,0.33333333333333337,0.5980682807543758,0.3781805004116911,0.00046164377394973283,0.0016751909378357427,0.00589825951685517,0.014233661552577421,0.0014824630527150184,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
24,No,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,2,Male,91,3,1,Laboratory Technician,1,Divorced,3907,3622,1,Y,No,13,3,2,80,3,6,2,4,6,2,1,2,0.5333333333333333,0.825,0.30000000000000004,0.2977777777777778,0.40190476190476193,0.6238095238095238,0.33333333333333337,0.044352302611290695,0.8196121931092981,0.004300930063534452,0.004206407975093341,0.011915962790598587,0.10960977201408993,0.006002431436094988,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
46,No,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,3,Male,34,3,2,Healthcare Representative,2,Single,5562,9697,6,Y,No,14,3,4,80,0,19,3,3,10,7,0,9,0.43333333333333335,0.5083333333333333,0.21666666666666667,0.3566666666666667,0.4428571428571429,0.6023809523809525,0.0,0.09774001295899028,0.20691560905790535,0.011196982896412244,0.045406004670291315,0.10750626443313278,0.5299524125664492,0.0012827134168188826,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
35,No,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,4,Male,49,3,2,Manufacturing Director,3,Married,6883,5151,2,Y,No,16,3,2,80,1,17,3,3,7,7,0,7,0.33333333333333337,0.6791666666666667,0.21666666666666667,0.39555555555555555,0.4714285714285715,0.5595238095238095,0.33333333333333337,0.020194469382578722,0.6414569717112124,0.006288622870979647,0.03762358055331325,0.08034751423011208,0.19389437186922526,0.020194469382578722,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
30,No,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,2,Male,33,3,1,Research Scientist,4,Married,2862,3811,1,Y,No,12,3,2,80,1,10,2,2,10,0,0,8,0.23333333333333334,0.575,0.2666666666666667,0.37777777777777777,0.4142857142857143,0.6452380952380953,0.33333333333333337,0.009308451166517401,0.28360697298940335,0.012990990106298795,0.03946314346731906,0.05685172283272553,0.5724757257806931,0.025302993657042663,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
47,No,Non-Travel,543,Sales,2,4,Marketing,1,1731,3,Male,87,3,2,Sales Executive,2,Married,4978,3536,7,Y,No,11,3,4,80,1,4,3,1,1,0,0,0,0.43333333333333335,0.6208333333333333,0.21666666666666667,0.09444444444444446,0.4,0.6666666666666667,0.0,0.053444390329615094,0.34850120233573983,0.006122527574054687,0.0018035425089510573,0.03829457904569626,0.551132368524746,0.0007013896811970594,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
46,No,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,3,Male,74,3,3,Sales Executive,4,Divorced,10368,5596,4,Y,Yes,12,3,2,80,1,13,5,2,10,6,0,3,0.6333333333333334,0.575,0.11666666666666667,0.34111111111111114,0.4142857142857143,0.6452380952380953,0.33333333333333337,0.34415982657734134,0.19205327899228053,0.001962932434029596,0.018520605802400274,0.03849891161453636,0.38766973576413344,0.01713470881527828,N01,Coaster (현상 유지자),Neutral,P01,Burnout (저성과자/번아웃),High
36,Yes,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,2,Male,96,2,2,Sales Executive,1,Divorced,6134,8658,5,Y,Yes,13,3,2,80,3,16,3,3,2,2,2,2,0.9666666666666666,0.875,0.35000000000000003,0.26888888888888896,0.37523809523809526,0.7904761904761906,0.33333333333333337,0.6332823802558969,0.2532177408480028,0.0013287647540990402,0.0005904552929235133,0.0017102348610669828,0.10874564890698711,0.0011247750810236077,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
32,Yes,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,1,Male,34,1,2,Sales Executive,2,Single,6735,12147,6,Y,No,15,3,2,80,0,10,2,3,0,0,0,0,0.5,0.8333333333333333,0.4,0.16666666666666669,0.4571428571428572,0.9142857142857144,0.33333333333333337,0.010722939779215216,0.3005814256575534,0.003944749093692722,0.0003825300823467118,0.006985341783734229,0.6753577118884676,0.002025301714990147,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
23,No,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,3,Female,51,3,1,Laboratory Technician,2,Single,3295,12862,1,Y,No,13,3,3,80,0,3,3,1,3,2,1,2,0.43333333333333335,0.6958333333333333,0.25,0.23777777777777778,0.40190476190476193,0.6238095238095238,0.16666666666666669,0.044201744389588286,0.6101862595796461,0.007066963669286908,0.006253921447385754,0.03228099089646026,0.29693883026737594,0.003071289750256702,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
31,No,Travel_Frequently,163,Research & Development,24,1,Technical Degree,1,1736,4,Female,30,3,2,Manufacturing Director,4,Single,5238,6670,2,Y,No,20,4,4,80,0,9,3,2,5,4,1,4,0.03333333333333334,0.4375,0.25,0.29555555555555557,0.901904761904762,0.27380952380952384,0.5,0.0001635162271960747,0.009307528808971451,0.0014273557719080333,0.002251010389815228,0.9676507638669916,0.0018110718640728767,0.01738875307104486,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
39,No,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,4,Male,77,3,2,Laboratory Technician,4,Married,6472,8989,1,Y,Yes,15,3,4,80,1,9,2,3,9,8,5,8,0.6333333333333334,0.3875,0.43333333333333335,0.3577777777777778,0.3238095238095239,0.5809523809523809,0.0,0.5198081229540145,0.04448385951401963,0.0703483795486735,0.03304612106017014,0.023528716501360576,0.3078615673714817,0.0009232330502801563,P01,Burnout (저성과자/번아웃),High,N01,Coaster (현상 유지자),Neutral
32,No,Travel_Rarely,371,Sales,19,3,Life Sciences,1,1739,4,Male,80,1,3,Sales Executive,3,Married,9610,3840,3,Y,No,13,3,3,80,1,10,2,1,4,3,0,2,0.4,0.6166666666666667,0.4,0.2733333333333334,0.4285714285714286,0.9571428571428571,0.16666666666666669,0.003633089036351407,0.03171373688602607,0.003633089036351407,0.0010236929149914243,0.004834595895085056,0.954809488437913,0.00035230779328159113,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
40,No,Travel_Rarely,611,Sales,7,4,Medical,1,1740,2,Male,88,3,5,Manager,2,Single,19833,4349,1,Y,No,14,3,2,80,0,21,3,2,21,8,12,8,0.43333333333333335,0.5708333333333333,0.6166666666666667,0.5977777777777779,0.12285714285714285,0.6023809523809525,0.33333333333333337,0.04499905945085372,0.1779747325873907,0.28145565998349426,0.2330110862496052,0.002017541485342654,0.24398769139929288,0.016554228844020587,P03,Career Stall (성장 정체),High,P03,Career Stall (성장 정체),High
45,No,Travel_Rarely,176,Human Resources,4,3,Life Sciences,1,1744,3,Female,56,1,3,Human Resources,3,Married,9756,6595,4,Y,No,21,4,3,80,2,9,2,4,5,0,0,3,0.2,0.6041666666666666,0.4,0.2511111111111111,0.942857142857143,0.5857142857142857,0.6666666666666667,0.0005251960349714642,0.02989475301428567,0.0038807029653400923,0.0008755766553295422,0.8841155284850316,0.02485749137766773,0.05585075146737401,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
30,No,Travel_Frequently,1312,Research & Development,2,4,Technical Degree,1,1745,4,Female,78,2,1,Research Scientist,1,Single,4968,26427,0,Y,No,16,3,4,80,0,10,2,3,9,7,0,7,0.5666666666666667,0.5875,0.33333333333333337,0.39,0.4714285714285715,0.7261904761904763,0.0,0.12790536017283508,0.15753126557177843,0.012403234476365325,0.02185924513003346,0.04934861321233307,0.6305098085324603,0.000442472904194268,N01,Coaster (현상 유지자),Neutral,S02,Rising Star (라이징 스타),Stable
24,No,Travel_Frequently,897,Human Resources,10,3,Medical,1,1746,1,Male,59,3,1,Human Resources,4,Married,2145,2097,0,Y,No,14,3,4,80,1,3,2,3,2,2,2,1,0.23333333333333334,0.475,0.33333333333333337,0.25,0.38952380952380955,0.6023809523809525,0.0,0.01638354145480016,0.18363386806402685,0.04453508302238876,0.01935486729724414,0.07811499399517668,0.6563889019109035,0.0015887442554600288,N01,Coaster (현상 유지자),Neutral,S02,Rising Star (라이징 스타),Stable
30,Yes,Travel_Frequently,600,Human Resources,8,3,Human Resources,1,1747,3,Female,66,2,1,Human Resources,4,Divorced,2180,9732,6,Y,No,11,3,3,80,1,6,0,2,4,2,1,2,0.2666666666666667,0.55,0.4666666666666667,0.16666666666666669,0.37333333333333335,0.8333333333333333,0.16666666666666669,0.0031436467885592443,0.05344840825663254,0.023228582475887428,0.0011564830238155741,0.009134424517573663,0.908731971913716,0.0011564830238155741,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
31,No,Travel_Rarely,1003,Sales,5,3,Technical Degree,1,1749,1,Male,51,3,2,Sales Executive,3,Married,8346,20943,1,Y,No,19,3,3,80,1,6,3,3,5,2,0,2,0.33333333333333337,0.6041666666666666,0.21666666666666667,0.2877777777777778,0.5142857142857143,0.4952380952380953,0.16666666666666669,0.0353426320188112,0.5302896011070457,0.011005809552285093,0.02241060726983703,0.21585648178935507,0.1784195073342467,0.006675360928419082,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
27,No,Travel_Rarely,1054,Research & Development,8,3,Medical,1,1751,3,Female,67,3,1,Research Scientist,4,Single,3445,6152,1,Y,No,11,3,3,80,0,6,5,2,6,2,1,4,0.23333333333333334,0.525,0.15,0.2977777777777778,0.37333333333333335,0.6666666666666667,0.16666666666666669,0.009747958123404708,0.18013823106057744,0.0042364451370337074,0.018569162677465504,0.03952991945883406,0.7427735149665159,0.0050047685761688,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
29,Yes,Travel_Rarely,428,Sales,9,3,Marketing,1,1752,2,Female,52,1,1,Sales Representative,2,Single,2760,14630,1,Y,No,13,3,3,80,0,2,3,3,2,2,2,2,0.5,0.7083333333333333,0.4166666666666667,0.2177777777777778,0.37523809523809526,0.9571428571428571,0.16666666666666669,0.009387004475197854,0.07538886336926987,0.004079575328168914,0.0005582792509106809,0.002695832824686215,0.9075555728165676,0.0003348719351988368,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
29,No,Travel_Frequently,461,Research & Development,1,3,Life Sciences,1,1753,4,Male,70,4,2,Healthcare Representative,3,Single,6294,23060,8,Y,Yes,12,3,4,80,0,10,5,4,3,2,0,2,0.7,0.5291666666666667,0.04999999999999999,0.15222222222222223,0.4142857142857143,0.4785714285714286,0.0,0.7383203944396439,0.13375965042229065,0.0011100198179752223,0.0030851494226981613,0.042403674111369166,0.08064785073353238,0.0006732610524906087,P01,Burnout (저성과자/번아웃),High,P01,Burnout (저성과자/번아웃),High
30,No,Travel_Rarely,979,Sales,15,2,Marketing,1,1754,3,Male,94,2,3,Sales Executive,1,Divorced,7140,3088,2,Y,No,11,3,1,80,1,12,2,3,7,7,1,7,0.5666666666666667,0.9124999999999999,0.3666666666666667,0.34555555555555556,0.37333333333333335,0.8333333333333333,0.5,0.02080779831239739,0.660938747168197,0.002816029278138615,0.002280094123148413,0.003010163818331551,0.2994640874368247,0.010683079862962307,P02,Onboarding Failure (온보딩 실패),High,P02,Onboarding Failure (온보딩 실패),High
34,No,Travel_Rarely,181,Research & Development,2,4,Medical,1,1755,4,Male,97,4,1,Research Scientist,4,Married,2932,5586,0,Y,Yes,14,3,1,80,3,6,3,3,5,0,1,2,0.6000000000000001,0.7375,0.18333333333333332,0.31,0.4161904761904762,0.4357142857142857,0.5,0.17403320005152353,0.6883146585391606,0.0026981852549659196,0.009575867063555715,0.02769220173685475,0.03366265097370703,0.06402323638023225,P02,Onboarding Failure (온보딩 실패),High,P01,Burnout (저성과자/번아웃),High
33,No,Non-Travel,1283,Sales,2,3,Marketing,1,1756,4,Female,62,3,2,Sales Executive,2,Single,5147,10697,8,Y,No,15,3,4,80,0,13,2,2,11,7,1,7,0.43333333333333335,0.49583333333333335,0.30000000000000004,0.26222222222222225,0.4304761904761905,0.5809523809523809,0.0,0.11529095752775739,0.21539186532972282,0.030390366454938665,0.020829034181340363,0.11204354271950581,0.5045411865343186,0.0015130472524164703,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
49,No,Travel_Rarely,1313,Sales,11,4,Marketing,1,1757,4,Female,80,3,2,Sales Executive,4,Single,4507,8191,3,Y,No,12,3,3,80,0,8,1,4,5,1,0,4,0.23333333333333334,0.5375,0.31666666666666665,0.26333333333333336,0.4142857142857143,0.6452380952380953,0.16666666666666669,0.010670929701635945,0.22345048826215538,0.024553551976876475,0.01440424844277766,0.06517311278884616,0.6562690308428951,0.005478637984813246,N01,Coaster (현상 유지자),Neutral,P02,Onboarding Failure (온보딩 실패),High
33,Yes,Travel_Rarely,211,Sales,16,3,Life Sciences,1,1758,1,Female,74,3,3,Sales Executive,1,Single,8564,10092,2,Y,Yes,20,4,3,80,0,11,2,2,0,0,0,0,0.7333333333333333,0.8,0.2666666666666667,0.26555555555555554,0.9285714285714286,0.27380952380952384,0.6666666666666667,0.09491811556119356,0.18487524479129844,0.0008925684369497355,0.000882705903192908,0.6687401243909009,0.0009586554810337015,0.0487325854354307,S02,Rising Star (라이징 스타),Stable,S02,Rising Star (라이징 스타),Stable
38,No,Travel_Frequently,594,Research & Development,2,2,Medical,1,1760,3,Female,75,2,1,Laboratory Technician,2,Married,2468,15963,4,Y,No,14,3,2,80,1,9,4,2,6,1,0,5,0.4666666666666667,0.7583333333333333,0.23333333333333336,0.2611111111111111,0.4428571428571429,0.769047619047619,0.33333333333333337,0.024197954494797443,0.44716818258700936,0.0023465232656538345,0.003097863093209071,0.019071076472273702,0.49773988853397344,0.006378511553083195,N01,Coaster (현상 유지자),Neutral,N01,Coaster (현상 유지자),Neutral
